collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C1343,1510,271,0.17947019867549668,"writ_jurisdiction,administrative_law,civil_procedure,constitutional_law"
case,C1344,4587,581,0.1266623065184216,"criminal_law,evidence_law,civil_procedure"
case,C1345,14126,397,0.028104205012034547,"administrative_law,constitutional_law,statutory_interpretation,labor_law"
case,C1346,526,363,0.6901140684410646,"family_law,statutory_interpretation,property_law,civil_procedure"
case,C1347,638,287,0.4498432601880878,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1348,2961,280,0.09456264775413711,"statutory_interpretation,service_law,administrative_law"
case,C1349,4052,347,0.08563672260612043,"criminal_law,evidence_law,tax_law,civil_procedure"
case,C1350,5526,495,0.08957654723127036,"evidence_law,administrative_law,criminal_law,labor_law"
case,C1351,1669,234,0.140203714799281,"criminal_law,evidence_law"
case,C1352,1046,302,0.2887189292543021,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1353,2072,341,0.16457528957528958,"property_law,administrative_law,writ_jurisdiction,constitutional_law"
case,C1354,4559,572,0.12546611098925203,"administrative_law,statutory_interpretation,tax_law,constitutional_law"
case,C1355,701,295,0.42082738944365194,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1356,1531,314,0.20509470934030047,"writ_jurisdiction,constitutional_law,service_law,statutory_interpretation"
case,C1357,6201,514,0.08288985647476213,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1358,4201,422,0.10045227326826946,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1359,4718,322,0.06824925816023739,"criminal_law,evidence_law,family_law,statutory_interpretation"
case,C1360,4697,361,0.07685756866084735,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C1361,9302,561,0.06030961083637927,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C1362,1464,530,0.3620218579234973,"statutory_interpretation,administrative_law,constitutional_law,writ_jurisdiction"
case,C1363,405,407,1.0049382716049382,"criminal_law,constitutional_law,evidence_law,statutory_interpretation"
case,C1364,3680,370,0.10054347826086957,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1365,2993,369,0.1232876712328767,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1366,3815,610,0.1598951507208388,"civil_procedure,writ_jurisdiction,statutory_interpretation,criminal_law"
case,C1367,5046,526,0.10424098295679746,"statutory_interpretation,administrative_law,constitutional_law,writ_jurisdiction"
case,C1368,5280,476,0.09015151515151515,"criminal_law,property_law"
case,C1369,4119,577,0.1400825443068706,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C1370,7250,602,0.08303448275862069,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1371,2439,349,0.14309143091430915,"service_law,writ_jurisdiction,statutory_interpretation,constitutional_law"
case,C1372,1308,281,0.21483180428134557,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1373,3066,317,0.10339204174820613,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C1374,6788,310,0.045668827342368885,"criminal_law,evidence_law,administrative_law,civil_procedure"
case,C1375,2855,394,0.13800350262697023,"criminal_law,evidence_law,contract_law"
case,C1376,6850,338,0.04934306569343066,"criminal_law,evidence_law,family_law,civil_procedure"
case,C1377,2252,500,0.22202486678507993,"statutory_interpretation,administrative_law,criminal_law"
case,C1378,3193,302,0.09458189790165988,"statutory_interpretation,tax_law,civil_procedure,administrative_law"
case,C1379,1788,296,0.16554809843400448,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1380,1317,232,0.17615793470007593,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1381,4093,409,0.09992670412900073,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C1382,4073,568,0.13945494721335625,"civil_procedure,evidence_law,administrative_law,statutory_interpretation"
case,C1383,2375,287,0.12084210526315789,"criminal_law,civil_procedure"
case,C1384,3166,308,0.0972836386607707,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1385,3356,467,0.13915375446960668,"criminal_law,property_law,statutory_interpretation,evidence_law"
case,C1386,4973,326,0.06555399155439373,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1387,7124,466,0.06541268950028074,"civil_procedure,statutory_interpretation,administrative_law,property_law"
case,C1388,4839,413,0.08534821244058689,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1389,3409,421,0.1234966265767087,"criminal_law,statutory_interpretation,service_law,administrative_law"
case,C1390,1446,297,0.2053941908713693,"tax_law,civil_procedure,statutory_interpretation,family_law"
case,C1391,5186,615,0.11858850752024681,"civil_procedure,property_law,statutory_interpretation"
case,C1392,1182,373,0.3155668358714044,"civil_procedure,criminal_law,statutory_interpretation"
case,C1393,3414,395,0.11570005858230814,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C1394,1220,324,0.26557377049180325,"property_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C1395,15062,525,0.03485592882751295,"statutory_interpretation,property_law,administrative_law,writ_jurisdiction"
case,C1396,3896,577,0.1481006160164271,"statutory_interpretation,criminal_law,evidence_law,tax_law"
case,C1397,774,221,0.28552971576227393,"statutory_interpretation,tax_law,civil_procedure,criminal_law"
case,C1398,200,231,1.155,"civil_procedure,statutory_interpretation"
case,C1399,550,224,0.4072727272727273,"civil_procedure,labor_law,statutory_interpretation,constitutional_law"
case,C1400,5070,582,0.11479289940828402,"civil_procedure,property_law,writ_jurisdiction,administrative_law"
case,C1401,1717,224,0.13046010483401282,"criminal_law,property_law,statutory_interpretation,civil_procedure"
case,C1402,1801,244,0.13548028872848417,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1403,1392,272,0.19540229885057472,"criminal_law,statutory_interpretation"
case,C1404,1762,488,0.27695800227014755,"property_law,statutory_interpretation,administrative_law,civil_procedure"
case,C1405,4024,504,0.12524850894632206,"administrative_law,statutory_interpretation,evidence_law,service_law"
case,C1406,6334,303,0.0478370697821282,"evidence_law,criminal_law,property_law,civil_procedure"
case,C1407,4276,388,0.09073900841908325,"criminal_law,property_law,civil_procedure,contract_law"
case,C1408,1757,329,0.18725099601593626,"administrative_law,civil_procedure,labor_law,constitutional_law"
case,C1409,6527,529,0.08104795464991574,"constitutional_law,statutory_interpretation,labor_law,administrative_law"
case,C1410,6300,372,0.05904761904761905,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1411,2987,442,0.14797455641111484,"service_law,administrative_law,family_law,statutory_interpretation"
case,C1412,1978,516,0.2608695652173913,"service_law,statutory_interpretation,constitutional_law,civil_procedure"
case,C1413,11130,514,0.04618149146451033,"statutory_interpretation,property_law,constitutional_law,administrative_law"
case,C1414,2584,424,0.16408668730650156,"service_law,constitutional_law,administrative_law,statutory_interpretation"
case,C1415,1828,259,0.14168490153172866,"criminal_law,civil_procedure"
case,C1416,1653,450,0.27223230490018147,"service_law,statutory_interpretation,administrative_law,criminal_law"
case,C1417,2693,262,0.09728926847382102,"criminal_law,evidence_law,civil_procedure,administrative_law"
case,C1418,1250,273,0.2184,"evidence_law,criminal_law,property_law,statutory_interpretation"
case,C1419,7539,577,0.0765353495158509,"statutory_interpretation,service_law,administrative_law,civil_procedure"
case,C1420,4276,281,0.0657156220767072,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1421,3283,477,0.14529393847091077,"statutory_interpretation,administrative_law,contract_law,writ_jurisdiction"
case,C1422,3237,245,0.07568736484399136,"criminal_law,evidence_law,civil_procedure"
case,C1423,229,211,0.9213973799126638,"criminal_law,civil_procedure,statutory_interpretation"
case,C1424,2464,295,0.11972402597402597,"contract_law,statutory_interpretation,service_law,civil_procedure"
case,C1425,1440,433,0.30069444444444443,"criminal_law,evidence_law,civil_procedure"
case,C1426,9113,570,0.06254800833973445,"service_law,administrative_law,statutory_interpretation,constitutional_law"
case,C1427,10222,398,0.03893562903541381,"criminal_law,evidence_law,statutory_interpretation,administrative_law"
case,C1428,1161,296,0.2549526270456503,"criminal_law,statutory_interpretation"
case,C1429,1726,228,0.1320973348783314,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1430,1785,327,0.18319327731092436,"service_law,administrative_law,civil_procedure,statutory_interpretation"
case,C1431,7170,475,0.06624825662482567,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C1432,5371,446,0.08303854030906721,"criminal_law,evidence_law,statutory_interpretation"
case,C1433,844,245,0.2902843601895735,"criminal_law,civil_procedure,statutory_interpretation,property_law"
case,C1434,5560,494,0.08884892086330935,"property_law,statutory_interpretation,civil_procedure,administrative_law"
case,C1435,2115,269,0.1271867612293144,"administrative_law,civil_procedure,writ_jurisdiction,service_law"
case,C1436,5074,734,0.14465904611746158,"statutory_interpretation,administrative_law,criminal_law,civil_procedure"
case,C1437,1219,304,0.24938474159146842,"statutory_interpretation,criminal_law,evidence_law,civil_procedure"
case,C1438,1954,316,0.1617195496417605,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C1439,1364,211,0.15469208211143695,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1440,2433,444,0.18249075215782984,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1441,1072,237,0.22108208955223882,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1442,3314,374,0.11285455642727821,"statutory_interpretation,property_law,civil_procedure,administrative_law"
case,C1443,4928,387,0.07853084415584416,"statutory_interpretation,tax_law,administrative_law,constitutional_law"
case,C1444,1314,349,0.2656012176560122,"criminal_law,statutory_interpretation,civil_procedure"
case,C1445,9756,643,0.06590815908159081,"statutory_interpretation,constitutional_law,criminal_law,administrative_law"
case,C1446,1773,382,0.21545403271291597,"statutory_interpretation,constitutional_law,service_law,writ_jurisdiction"
case,C1447,6703,567,0.0845889900044756,"service_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C1448,1922,294,0.1529656607700312,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1449,962,527,0.5478170478170478,"statutory_interpretation,criminal_law,administrative_law"
case,C1450,2534,347,0.13693764798737174,"statutory_interpretation,evidence_law,criminal_law,tax_law"
case,C1451,6374,525,0.08236586131157829,"civil_procedure,statutory_interpretation,property_law"
case,C1452,1033,298,0.2884801548886738,"civil_procedure,evidence_law,administrative_law"
case,C1453,2919,461,0.157930798218568,"administrative_law,constitutional_law,civil_procedure,contract_law"
case,C1454,2706,472,0.17442719881744273,"statutory_interpretation,service_law,civil_procedure,administrative_law"
case,C1455,6869,468,0.06813218809142524,"statutory_interpretation,tax_law,property_law,administrative_law"
case,C1456,972,386,0.39711934156378603,"writ_jurisdiction,criminal_law,constitutional_law"
case,C1457,3618,531,0.14676616915422885,"administrative_law,criminal_law,statutory_interpretation,constitutional_law"
case,C1458,3491,374,0.1071326267545116,"administrative_law,statutory_interpretation,tax_law,constitutional_law"
case,C1459,3077,420,0.13649658758531036,"criminal_law,evidence_law,civil_procedure"
case,C1460,1278,443,0.34663536776212833,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C1461,1257,286,0.22752585521081942,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1462,743,296,0.3983849259757739,"statutory_interpretation,criminal_law,civil_procedure"
case,C1463,1518,340,0.22397891963109354,"criminal_law,evidence_law,civil_procedure,family_law"
case,C1464,1336,200,0.1497005988023952,"criminal_law,statutory_interpretation,civil_procedure"
case,C1465,3646,275,0.07542512342292924,"statutory_interpretation,property_law,administrative_law,constitutional_law"
case,C1466,569,305,0.5360281195079086,"civil_procedure,constitutional_law,statutory_interpretation,writ_jurisdiction"
case,C1467,1464,323,0.22062841530054644,"statutory_interpretation,criminal_law"
case,C1468,1301,453,0.3481936971560338,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1469,2801,362,0.12923955730096395,"criminal_law,evidence_law,statutory_interpretation"
case,C1470,3390,430,0.12684365781710916,"criminal_law,civil_procedure,statutory_interpretation"
case,C1471,2732,444,0.16251830161054173,"administrative_law,writ_jurisdiction,statutory_interpretation,constitutional_law"
case,C1472,4710,426,0.09044585987261146,"criminal_law,evidence_law,property_law,statutory_interpretation"
case,C1473,939,213,0.2268370607028754,"criminal_law,constitutional_law,writ_jurisdiction"
case,C1474,3015,446,0.14792703150912107,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1475,3029,571,0.18851105975569496,"administrative_law,criminal_law,civil_procedure,labor_law"
case,C1476,1319,354,0.26838514025777105,"statutory_interpretation,constitutional_law,criminal_law,civil_procedure"
case,C1477,5332,493,0.09246061515378845,"service_law,administrative_law,statutory_interpretation,constitutional_law"
case,C1478,3478,385,0.1106958021851639,"criminal_law,administrative_law,property_law,evidence_law"
case,C1479,8113,636,0.07839270306914828,"administrative_law,statutory_interpretation,tax_law,writ_jurisdiction"
case,C1480,1346,223,0.16567607726597325,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C1481,2375,254,0.10694736842105264,"evidence_law,criminal_law"
case,C1482,2960,318,0.10743243243243243,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C1483,3120,341,0.1092948717948718,"service_law,administrative_law,writ_jurisdiction,statutory_interpretation"
case,C1484,2895,488,0.168566493955095,"statutory_interpretation,criminal_law,evidence_law,administrative_law"
case,C1485,1172,288,0.24573378839590443,"criminal_law,evidence_law,civil_procedure"
case,C1486,4782,415,0.08678377248013383,"administrative_law,statutory_interpretation,contract_law,civil_procedure"
case,C1487,3537,329,0.09301668080294034,"criminal_law,family_law,civil_procedure,statutory_interpretation"
case,C1488,4002,424,0.10594702648675662,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1489,4817,452,0.09383433672410214,"statutory_interpretation,service_law,constitutional_law,administrative_law"
case,C1490,6640,702,0.10572289156626506,"writ_jurisdiction,statutory_interpretation,constitutional_law,administrative_law"
case,C1491,1515,373,0.2462046204620462,"criminal_law,statutory_interpretation,evidence_law"
case,C1492,2186,367,0.1678865507776761,"criminal_law,civil_procedure,statutory_interpretation,constitutional_law"
case,C1493,2012,475,0.2360834990059642,"service_law,labor_law,statutory_interpretation,contract_law"
case,C1494,1084,288,0.2656826568265683,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1495,1608,197,0.12251243781094527,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1496,4259,369,0.08664005635125617,"criminal_law,evidence_law"
case,C1497,2567,500,0.19477989871445267,"evidence_law,criminal_law,civil_procedure"
case,C1498,857,198,0.2310385064177363,"criminal_law,civil_procedure,evidence_law"
case,C1499,2210,370,0.167420814479638,"civil_procedure,criminal_law,statutory_interpretation,evidence_law"
case,C1500,4126,268,0.06495395055744062,"criminal_law,evidence_law,civil_procedure"
case,C1501,7595,545,0.07175773535220539,"service_law,statutory_interpretation,civil_procedure,property_law"
case,C1502,1703,298,0.17498532002348796,"statutory_interpretation,administrative_law,constitutional_law,contract_law"
case,C1503,270,192,0.7111111111111111,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1504,663,274,0.4132730015082956,"evidence_law,civil_procedure,property_law"
case,C1505,1441,391,0.27133934767522555,"service_law,constitutional_law,civil_procedure,statutory_interpretation"
case,C1506,2099,398,0.1896141019533111,"statutory_interpretation,constitutional_law,service_law,administrative_law"
case,C1507,4756,371,0.0780067283431455,"criminal_law,statutory_interpretation,administrative_law,evidence_law"
case,C1508,9747,470,0.04821996511747204,"constitutional_law,criminal_law,administrative_law,property_law"
case,C1509,2637,431,0.1634433067880167,"labor_law,writ_jurisdiction,service_law,statutory_interpretation"
case,C1510,2637,372,0.1410693970420933,"criminal_law,statutory_interpretation,civil_procedure"
case,C1511,5234,401,0.07661444401987008,"evidence_law,criminal_law,civil_procedure,statutory_interpretation"
case,C1512,38565,727,0.018851290029819785,"statutory_interpretation,labor_law,service_law,administrative_law"
case,C1513,1603,419,0.2613849033063007,"criminal_law,evidence_law,civil_procedure"
case,C1514,3437,439,0.12772766947919698,"criminal_law,statutory_interpretation,civil_procedure,administrative_law"
case,C1515,1490,349,0.2342281879194631,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1516,1393,344,0.24694903086862885,"criminal_law,statutory_interpretation,administrative_law,civil_procedure"
case,C1517,9233,553,0.05989385898407885,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C1518,305,148,0.4852459016393443,"criminal_law,civil_procedure,evidence_law,statutory_interpretation"
case,C1519,2070,479,0.2314009661835749,"statutory_interpretation,service_law,administrative_law,constitutional_law"
case,C1520,1861,267,0.14347125201504568,"criminal_law,evidence_law,civil_procedure"
case,C1521,4460,349,0.07825112107623318,"service_law,administrative_law,tax_law,writ_jurisdiction"
case,C1522,4458,467,0.1047554957379991,"criminal_law,statutory_interpretation,evidence_law,administrative_law"
case,C1523,1989,315,0.1583710407239819,"administrative_law,service_law,statutory_interpretation,civil_procedure"
case,C1524,3445,475,0.1378809869375907,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1525,7973,486,0.06095572557381161,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C1526,1565,406,0.2594249201277955,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1527,1988,347,0.17454728370221329,"property_law,administrative_law,writ_jurisdiction,statutory_interpretation"
case,C1528,1669,310,0.18573996405032953,"property_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1529,3393,240,0.07073386383731212,"criminal_law,evidence_law,statutory_interpretation"
case,C1530,1032,279,0.2703488372093023,"civil_procedure,constitutional_law,service_law,labor_law"
case,C1531,2841,496,0.1745864132347765,"administrative_law,contract_law,constitutional_law,civil_procedure"
case,C1532,593,292,0.4924114671163575,"criminal_law,civil_procedure,evidence_law"
case,C1533,2919,357,0.1223021582733813,"criminal_law,civil_procedure,evidence_law,constitutional_law"
case,C1534,2862,405,0.14150943396226415,"service_law,civil_procedure,writ_jurisdiction,administrative_law"
case,C1535,2101,424,0.20180866254164684,"criminal_law,evidence_law,property_law"
case,C1536,1988,334,0.16800804828973842,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1537,2392,272,0.11371237458193979,"criminal_law,family_law,evidence_law,civil_procedure"
case,C1538,2757,324,0.117519042437432,"criminal_law,evidence_law,civil_procedure"
case,C1539,1761,257,0.1459398069278819,"statutory_interpretation,criminal_law,evidence_law"
case,C1540,2322,390,0.16795865633074936,"criminal_law,evidence_law,civil_procedure"
case,C1541,3701,557,0.150499864901378,"statutory_interpretation,service_law,civil_procedure,constitutional_law"
case,C1542,1812,314,0.17328918322295805,"statutory_interpretation,writ_jurisdiction,administrative_law,contract_law"
case,C1543,3086,623,0.2018794556059624,"criminal_law,evidence_law,civil_procedure"
case,C1544,2089,590,0.28243178554332216,"statutory_interpretation,criminal_law,service_law"
case,C1545,9251,561,0.06064209274673008,"evidence_law,criminal_law,statutory_interpretation"
case,C1546,8417,458,0.054413686586669834,"administrative_law,service_law,contract_law,criminal_law"
case,C1547,5010,322,0.06427145708582835,"constitutional_law,administrative_law,writ_jurisdiction,statutory_interpretation"
case,C1548,779,234,0.30038510911424904,"evidence_law,criminal_law,statutory_interpretation"
case,C1549,3152,387,0.12277918781725888,"criminal_law,family_law,evidence_law,civil_procedure"
case,C1550,8259,409,0.04952173386608548,"criminal_law,evidence_law,statutory_interpretation,family_law"
case,C1551,4962,342,0.06892382103990327,"administrative_law,statutory_interpretation,service_law,civil_procedure"
case,C1552,7489,347,0.046334624115369205,"criminal_law,statutory_interpretation,administrative_law,evidence_law"
case,C1553,3476,438,0.12600690448791715,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1554,2844,316,0.1111111111111111,"labor_law,service_law,statutory_interpretation,administrative_law"
case,C1555,1519,266,0.17511520737327188,"family_law,evidence_law,criminal_law,civil_procedure"
case,C1556,1022,302,0.29549902152641877,"criminal_law,statutory_interpretation"
case,C1557,1152,340,0.2951388888888889,"statutory_interpretation,constitutional_law,administrative_law,writ_jurisdiction"
case,C1558,7482,480,0.06415396952686447,"statutory_interpretation,service_law,writ_jurisdiction,administrative_law"
case,C1559,2333,256,0.10972996142306043,"criminal_law,evidence_law,civil_procedure"
case,C1560,2443,315,0.12893982808022922,"criminal_law,evidence_law,constitutional_law,administrative_law"
case,C1561,2032,386,0.18996062992125984,"criminal_law,statutory_interpretation,civil_procedure"
case,C1562,1791,384,0.21440536013400335,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1563,546,385,0.7051282051282052,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C1564,4480,563,0.12566964285714285,"statutory_interpretation,tax_law,constitutional_law,administrative_law"
case,C1565,1874,228,0.12166488794023479,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1566,2198,449,0.20427661510464057,"criminal_law,statutory_interpretation,civil_procedure,constitutional_law"
case,C1567,3467,602,0.1736371502740121,"service_law,constitutional_law,statutory_interpretation,labor_law"
case,C1568,534,286,0.5355805243445693,"civil_procedure,constitutional_law,service_law,statutory_interpretation"
case,C1569,4091,582,0.14226350525543877,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1570,2258,377,0.16696191319751993,"criminal_law,evidence_law,civil_procedure"
case,C1571,1460,308,0.21095890410958903,"criminal_law,statutory_interpretation,evidence_law"
case,C1572,3896,519,0.13321355236139631,"statutory_interpretation,administrative_law,constitutional_law,writ_jurisdiction"
case,C1573,782,370,0.4731457800511509,"criminal_law,civil_procedure,statutory_interpretation"
case,C1574,5549,380,0.06848080735267616,"criminal_law,statutory_interpretation,administrative_law"
case,C1575,1138,293,0.25746924428822493,"criminal_law,civil_procedure"
case,C1576,4920,458,0.09308943089430895,"administrative_law,constitutional_law,tax_law,labor_law"
case,C1577,1977,578,0.29236216489630756,"service_law,administrative_law,statutory_interpretation,civil_procedure"
case,C1578,2217,222,0.10013531799729364,"criminal_law,civil_procedure,evidence_law"
case,C1579,1606,452,0.28144458281444584,"statutory_interpretation,criminal_law,civil_procedure"
case,C1580,1303,337,0.25863392171910976,"property_law,civil_procedure,writ_jurisdiction,statutory_interpretation"
case,C1581,3791,567,0.14956475863888155,"constitutional_law,labor_law,administrative_law,writ_jurisdiction"
case,C1582,3653,454,0.1242814125376403,"statutory_interpretation,administrative_law,tax_law,constitutional_law"
case,C1583,3073,380,0.12365766352098927,"property_law,administrative_law,civil_procedure,contract_law"
case,C1584,3835,274,0.07144719687092568,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1585,1104,271,0.24547101449275363,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1586,474,250,0.5274261603375527,"civil_procedure,constitutional_law"
case,C1587,2513,278,0.11062475129327497,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1588,5604,372,0.06638115631691649,"statutory_interpretation,administrative_law,constitutional_law,writ_jurisdiction"
case,C1589,1880,238,0.12659574468085105,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1590,1302,339,0.26036866359447003,"administrative_law,writ_jurisdiction,statutory_interpretation,constitutional_law"
case,C1591,634,219,0.34542586750788645,"criminal_law,statutory_interpretation,civil_procedure,property_law"
case,C1592,1693,243,0.14353219137625517,"civil_procedure,service_law,administrative_law,constitutional_law"
case,C1593,2440,354,0.14508196721311475,"criminal_law,evidence_law,statutory_interpretation,contract_law"
case,C1594,2687,395,0.1470040937848902,"statutory_interpretation,service_law,administrative_law,writ_jurisdiction"
case,C1595,3552,279,0.0785472972972973,"criminal_law,statutory_interpretation,evidence_law"
case,C1596,5673,651,0.11475409836065574,"property_law,statutory_interpretation,constitutional_law,family_law"
case,C1597,3934,451,0.11464158617183529,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1598,407,298,0.7321867321867321,"writ_jurisdiction,administrative_law,labor_law,civil_procedure"
case,C1599,9613,476,0.04951628003744929,"writ_jurisdiction,administrative_law,labor_law,statutory_interpretation"
case,C1600,3282,537,0.1636197440585009,"criminal_law,evidence_law,statutory_interpretation"
case,C1601,801,214,0.2671660424469413,"evidence_law,criminal_law,civil_procedure"
case,C1602,3849,541,0.14055598856845933,"statutory_interpretation,constitutional_law,writ_jurisdiction"
case,C1603,543,167,0.30755064456721914,"criminal_law,statutory_interpretation,civil_procedure"
case,C1604,3058,263,0.08600392413342053,"criminal_law,civil_procedure,evidence_law,family_law"
case,C1605,3081,314,0.10191496267445635,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1606,6113,537,0.08784557500408964,"criminal_law,family_law,administrative_law,evidence_law"
case,C1607,1466,288,0.19645293315143247,"criminal_law,civil_procedure,administrative_law"
case,C1608,778,528,0.6786632390745502,"evidence_law,civil_procedure,criminal_law,constitutional_law"
case,C1609,659,246,0.37329286798179057,"criminal_law,civil_procedure,statutory_interpretation,constitutional_law"
case,C1610,7785,677,0.0869621066152858,"administrative_law,property_law,constitutional_law,statutory_interpretation"
case,C1611,3403,334,0.0981486923302968,"criminal_law,evidence_law,family_law,civil_procedure"
case,C1612,1932,381,0.1972049689440994,"property_law,civil_procedure,evidence_law,contract_law"
case,C1613,1834,400,0.21810250817884405,"administrative_law,civil_procedure,statutory_interpretation"
case,C1614,3233,422,0.1305289205072688,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1615,2400,383,0.15958333333333333,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1616,9225,378,0.04097560975609756,"criminal_law,evidence_law,civil_procedure,family_law"
case,C1617,3369,198,0.058771148708815675,"criminal_law,evidence_law"
case,C1618,2884,606,0.210124826629681,"statutory_interpretation,property_law,tax_law,constitutional_law"
case,C1619,1441,311,0.21582234559333796,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1620,3813,311,0.08156307369525308,"criminal_law,statutory_interpretation,evidence_law,administrative_law"
case,C1621,2667,231,0.08661417322834646,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1622,1879,237,0.12613092070250134,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1623,4001,635,0.15871032241939514,"criminal_law,statutory_interpretation,evidence_law,constitutional_law"
case,C1624,6481,585,0.09026384817157845,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C1625,2824,394,0.1395184135977337,"criminal_law,evidence_law"
case,C1626,795,392,0.4930817610062893,"criminal_law,civil_procedure,evidence_law,property_law"
case,C1627,1038,235,0.22639691714836224,"statutory_interpretation,constitutional_law,administrative_law,writ_jurisdiction"
case,C1628,3909,434,0.11102583781018163,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1629,1955,446,0.22813299232736572,"civil_procedure,statutory_interpretation,writ_jurisdiction"
case,C1630,493,243,0.49290060851926976,"criminal_law,civil_procedure,statutory_interpretation"
case,C1631,1308,249,0.19036697247706422,"administrative_law,constitutional_law,statutory_interpretation,property_law"
case,C1632,4378,575,0.13133851073549566,"administrative_law,statutory_interpretation,criminal_law,family_law"
case,C1633,1071,239,0.223155929038282,"criminal_law,statutory_interpretation,civil_procedure"
case,C1634,4890,387,0.07914110429447853,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1635,758,183,0.24142480211081793,"property_law,civil_procedure,contract_law,statutory_interpretation"
case,C1636,3014,274,0.09090909090909091,"criminal_law,statutory_interpretation,civil_procedure"
case,C1637,3470,489,0.1409221902017291,"statutory_interpretation,labor_law,administrative_law,service_law"
case,C1638,2864,299,0.10439944134078212,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C1639,2371,299,0.12610712779417968,"statutory_interpretation,administrative_law,writ_jurisdiction,civil_procedure"
case,C1640,1030,369,0.35825242718446604,"statutory_interpretation,property_law,civil_procedure,administrative_law"
